No.,Time,Source,Destination,Protocol,Length,Info,Label
226486,20906.42332,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226533,20911.46472,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226534,20911.46491,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226585,20916.46473,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226592,20916.81658,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226597,20916.81691,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226601,20916.81708,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226648,20921.86483,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226649,20921.86505,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226700,20926.82426,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226705,20926.8245,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226754,20931.86501,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226755,20931.8652,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226828,20936.86499,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226830,20936.94326,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226834,20936.94345,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226839,20936.94361,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
226897,20941.96516,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226898,20941.96536,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226947,20946.96522,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
226951,20947.12736,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
226953,20947.12748,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
226960,20947.12771,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227008,20952.16537,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227009,20952.16555,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227056,20957.16537,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227060,20957.27039,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227065,20957.2707,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227069,20957.27098,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227116,20962.31562,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227117,20962.31577,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227166,20967.234,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227171,20967.23432,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227218,20972.26573,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227219,20972.26592,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227270,20977.26572,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227274,20977.47648,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227279,20977.47683,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227283,20977.47708,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227330,20982.51599,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227331,20982.51618,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227378,20987.48546,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227383,20987.48571,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227431,20992.51617,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227432,20992.51637,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227484,20997.51619,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227488,20997.72555,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227492,20997.72575,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227497,20997.72591,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227543,21002.7661,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227544,21002.76631,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227594,21007.5196,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227599,21007.52,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227646,21012.56633,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227647,21012.56653,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227701,21017.56635,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227705,21017.83091,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227710,21017.83129,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227714,21017.83147,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227764,21022.86651,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227765,21022.86669,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227812,21027.80758,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227817,21027.80794,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227865,21032.81659,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227866,21032.81679,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227915,21037.81665,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227916,21037.83343,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
227921,21037.83364,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
227925,21037.83386,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
227972,21042.86679,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
227973,21042.86699,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228022,21047.86677,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228030,21048.32279,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228032,21048.32293,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228039,21048.3231,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228088,21053.36688,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228089,21053.36708,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228142,21058.36698,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228143,21058.39353,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228145,21058.3937,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228152,21058.39391,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228199,21063.41708,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228200,21063.41726,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228244,21068.10388,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228249,21068.10421,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228296,21073.11753,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228297,21073.11772,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228348,21078.11755,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228350,21078.23742,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228354,21078.23766,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228359,21078.23784,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228411,21083.26738,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228412,21083.2676,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228464,21088.2675,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228467,21088.40256,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228473,21088.40277,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228477,21088.40294,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228523,21093.4175,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228524,21093.41765,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228577,21098.4176,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228583,21098.86848,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228585,21098.86861,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228592,21098.86881,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228639,21103.86773,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228640,21103.86792,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228685,21108.53678,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228690,21108.53712,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228737,21113.56791,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228738,21113.5681,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228785,21118.45217,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228790,21118.45244,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228837,21123.46805,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228838,21123.46823,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228888,21128.46808,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228895,21128.91402,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
228900,21128.91425,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
228904,21128.91453,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
228947,21133.91845,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
228948,21133.91863,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229001,21138.91844,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229005,21139.09978,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229007,21139.0999,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229014,21139.10015,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229061,21144.11853,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229062,21144.11872,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229109,21149.09027,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229114,21149.09054,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229139,21151.46703,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229144,21151.46734,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229192,21156.46859,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229193,21156.46878,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229220,21159.064,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229225,21159.06431,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229275,21164.06865,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229276,21164.06887,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229327,21169.06872,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229332,21169.26927,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229335,21169.26945,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229341,21169.26967,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229388,21174.26884,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229389,21174.26903,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229440,21179.14889,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229445,21179.14921,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229492,21184.169,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229493,21184.16919,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229540,21189.16906,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229544,21189.25265,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229548,21189.25284,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229553,21189.25299,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229600,21194.26917,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229601,21194.26937,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229648,21199.26921,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229655,21199.89299,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229660,21199.89322,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229664,21199.89344,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229711,21204.91963,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229712,21204.91982,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229757,21209.51399,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229762,21209.5143,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229813,21214.5197,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229814,21214.51991,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229865,21219.51971,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229873,21220.33029,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229875,21220.3304,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229882,21220.33064,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
229929,21225.36972,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
229930,21225.36991,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
229975,21229.88415,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
229980,21229.88445,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230025,21234.92007,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230026,21234.92026,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230074,21239.9201,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230083,21240.48385,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230085,21240.48397,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230092,21240.48419,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230142,21245.52017,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230143,21245.52039,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230190,21250.11626,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230195,21250.11658,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230242,21255.12034,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230243,21255.12053,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230290,21259.96622,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230295,21259.96656,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230344,21264.97023,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230345,21264.97041,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230394,21269.97034,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230396,21270.03407,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230400,21270.03425,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230405,21270.03441,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230452,21275.07042,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230453,21275.07061,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230502,21280.07052,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230506,21280.44632,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230510,21280.44653,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230515,21280.4467,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230565,21285.47062,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230566,21285.47082,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230612,21290.41036,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230617,21290.41069,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230668,21295.42074,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230669,21295.42094,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230720,21300.42083,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230725,21300.63679,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230729,21300.63707,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230734,21300.63727,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230779,21305.67091,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230780,21305.67106,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230827,21310.54226,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230832,21310.54261,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230879,21315.5711,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230880,21315.57132,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230932,21320.57115,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230936,21320.76348,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
230941,21320.76373,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
230945,21320.76393,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
230993,21325.77127,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
230994,21325.77148,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
231046,21330.77131,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
231047,21330.78931,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
231050,21330.78949,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
231056,21330.78971,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
231105,21335.8214,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
231106,21335.82162,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
231169,21340.82142,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
231173,21340.97357,172.24.10.1,172.24.10.211,DNP 3.0,81,"Read, Class 0123",0
231177,21340.97379,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
231182,21340.97395,172.24.10.211,172.24.10.1,DNP 3.0,148,Response,0
231250,21346.02162,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
231251,21346.0218,172.24.10.1,172.24.10.211,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
231300,21351.02164,172.24.10.211,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
